Student_ID,Student_Name,College_Name,Total_Sessions,Sessions_Attended,Average_Attendance_Minutes,Attendance_Percentage,Attendance_Std,Consistency_Score,Domain_Participation_Count,Engagement_Score,Certified,Predicted_Certified
ST0662,Sanjay Singh,KITS,40,20,25.95,50.0,26.52,73.48,1,52.04,0,0
ST0664,Keerthana Patel,KITS,40,31,39.65,77.5,22.02,77.98,1,67.15,0,0
ST0669,Varun Singh,VVIT,40,28,35.85,70.0,24.01,75.99,1,62.8,0,0
ST0670,Sai Patel,GITAM,40,30,39.78,75.0,23.61,76.39,1,65.42,0,0
ST0671,Divya Patel,KL University,40,28,36.05,70.0,24.15,75.85,1,62.76,0,0
ST0673,Sai Reddy,Gudlavalleru Engg,40,28,36.2,70.0,24.34,75.66,1,62.7,0,0
ST0677,Keerthana Singh,JNTUK,40,30,37.55,75.0,22.28,77.72,1,65.82,0,0
ST0683,Rohit Patel,ANITS,40,30,38.85,75.0,23.11,76.89,1,65.57,0,0
ST0684,Arjun Reddy,VNR VJIET,40,29,38.45,72.5,24.28,75.72,1,63.97,0,0
ST0685,Nikhil Sharma,KITS,40,26,33.3,65.0,25.0,75.0,1,60.0,0,0
ST0687,Rahul Naidu,NRI Institute,40,31,40.17,77.5,22.31,77.69,1,67.06,0,0
ST0694,Vikram Patel,LBRCE,40,24,32.05,60.0,26.76,73.24,1,56.97,0,0
ST0695,Varun Reddy,Malla Reddy,40,28,36.45,70.0,24.39,75.61,1,62.68,0,0
ST0699,Harsha Singh,RGUKT,40,31,40.12,77.5,22.31,77.69,1,67.06,0,0
ST0701,Divya Naidu,GITAM,40,30,40.17,75.0,23.88,76.12,1,65.34,0,0
ST0704,Praveen Gupta,CBIT,40,31,39.7,77.5,22.1,77.9,1,67.12,0,0
ST0706,Divya Gupta,VNR VJIET,40,25,33.95,62.5,26.86,73.14,1,58.19,0,0
ST0709,Akhil Naidu,NRI Institute,40,24,31.68,60.0,26.39,73.61,1,57.08,0,0
ST0712,Teja Patel,VNR VJIET,40,23,30.35,57.5,26.64,73.36,1,55.76,0,0
ST0720,Nikhil Rao,KL University,40,19,25.25,47.5,27.06,72.94,1,50.63,0,0
ST0721,Sai Reddy,JNTUK,40,29,37.3,72.5,23.59,76.41,1,64.17,0,0
ST0726,Teja Rao,ANITS,40,22,29.2,55.0,27.01,72.99,1,54.4,0,0
ST0731,Rohit Singh,Bapatla Engg,40,25,33.52,62.5,26.55,73.45,1,58.28,0,0
ST0733,Anil Patel,LBRCE,40,25,33.38,62.5,26.39,73.61,1,58.33,0,0
ST0734,Kiran Naidu,MREC,40,29,37.83,72.5,23.89,76.11,1,64.08,0,0
ST0737,Anil Patel,CBIT,40,19,24.98,47.5,26.8,73.2,1,50.71,0,0
ST0738,Rahul Verma,NRI Institute,40,25,33.28,62.5,26.38,73.62,1,58.34,0,0
ST0744,Rahul Sharma,GITAM,40,26,34.83,65.0,26.11,73.89,1,59.67,0,0
ST0749,Nikhil Singh,Gudlavalleru Engg,40,31,41.42,77.5,22.99,77.01,1,66.85,0,0
ST0758,Arjun Yadav,RGUKT,40,24,32.22,60.0,26.81,73.19,1,56.96,0,0
ST0759,Rahul Rao,MREC,40,26,33.85,65.0,25.44,74.56,1,59.87,0,0
ST0760,Kiran Kumar,AEC,40,30,40.05,75.0,23.8,76.2,1,65.36,0,0
ST0763,Harsha Naidu,VIT AP,40,28,36.35,70.0,24.51,75.49,1,62.65,0,0
ST0767,Praveen Verma,VIT AP,40,21,27.62,52.5,26.86,73.14,1,53.19,0,0
ST0768,Jay Kumar,JNTUH,40,28,37.62,70.0,25.2,74.8,1,62.44,0,0
ST0769,Harsha Gupta,Prasad V Potluri,40,30,40.08,75.0,23.87,76.13,1,65.34,0,0
ST0770,Varun Singh,JNTUH,40,31,40.2,77.5,22.36,77.64,1,67.04,0,0
ST0773,Rohit Reddy,KITS,40,16,20.85,40.0,26.01,73.99,1,47.2,0,0
ST0774,Rohit Gupta,Malla Reddy,40,22,28.72,55.0,26.58,73.42,1,54.53,0,0
ST0779,Sanjay Rao,RGUKT,40,26,34.33,65.0,25.77,74.23,1,59.77,0,0
ST0781,Pooja Reddy,VIT AP,40,24,32.08,60.0,26.78,73.22,1,56.97,0,0
ST0782,Sanjay Patel,NRI Institute,40,22,29.22,55.0,26.92,73.08,1,54.42,0,0
ST0786,Divya Kumar,NRI Institute,40,28,37.05,70.0,24.8,75.2,1,62.56,0,0
ST0790,Anil Rao,Malla Reddy,40,27,35.62,67.5,25.36,74.64,1,61.14,0,0
ST0791,Rahul Kumar,Gudlavalleru Engg,40,29,36.45,72.5,23.03,76.97,1,64.34,0,0
ST0794,Sai Reddy,SRM AP,40,26,33.42,65.0,25.12,74.88,1,59.96,0,0
ST0801,Harsha Gupta,Prasad V Potluri,40,21,27.62,52.5,26.85,73.15,1,53.19,0,0
ST0803,Rahul Verma,LBRCE,40,26,35.2,65.0,26.41,73.59,1,59.58,0,0
ST0804,Teja Yadav,CMR College,40,29,37.52,72.5,23.68,76.32,1,64.15,0,0
ST0805,Varun Rao,VVIT,40,26,35.17,65.0,26.3,73.7,1,59.61,0,0
ST0806,Vikram Naidu,VNR VJIET,40,29,37.0,72.5,23.41,76.59,1,64.23,0,0
ST0808,Sanjay Gupta,KL University,40,30,38.8,75.0,23.01,76.99,1,65.6,0,0
ST0810,Kiran Rao,KITS,40,28,36.02,70.0,24.24,75.76,1,62.73,0,0
ST0811,Teja Naidu,KL University,40,28,36.3,70.0,24.32,75.68,1,62.7,0,0
ST0813,Jay Yadav,VNR VJIET,40,27,35.08,67.5,24.88,75.12,1,61.28,0,0
ST0816,Harsha Kumar,JNTUK,40,25,33.22,62.5,26.31,73.69,1,58.36,0,0
ST0825,Sai Verma,MREC,40,27,35.25,67.5,25.09,74.91,1,61.22,0,0
ST0827,Jay Sharma,RGUKT,40,31,41.62,77.5,23.19,76.81,1,66.79,0,0
ST0828,Nikhil Yadav,Gudlavalleru Engg,40,30,39.52,75.0,23.49,76.51,1,65.45,0,0
ST0830,Sai Patel,RVRJC,40,26,33.95,65.0,25.5,74.5,1,59.85,0,0
ST0834,Akhil Verma,JNTUK,40,31,41.5,77.5,22.93,77.07,1,66.87,0,0
ST0835,Kiran Sharma,ANITS,40,18,23.75,45.0,26.75,73.25,1,49.47,0,0
ST0836,Teja Singh,Prasad V Potluri,40,30,38.48,75.0,22.78,77.22,1,65.67,0,0
ST0837,Rahul Gupta,SRM AP,40,26,33.98,65.0,25.53,74.47,1,59.84,0,0
ST0842,Rohit Rao,VNR VJIET,40,30,40.95,75.0,24.12,75.88,1,65.26,0,0
ST0843,Arjun Yadav,Aditya Engineering,40,22,28.22,55.0,26.1,73.9,1,54.67,0,0
ST0844,Sai Patel,RGUKT,40,30,39.5,75.0,23.43,76.57,1,65.47,0,0
ST0849,Nikhil Naidu,JNTUH,40,29,37.72,72.5,23.86,76.14,1,64.09,0,0
ST0850,Praveen Singh,CBIT,40,25,32.52,62.5,25.7,74.3,1,58.54,0,0
ST0852,Varun Verma,RGUKT,40,31,39.95,77.5,22.2,77.8,1,67.09,0,0
ST0855,Nikhil Reddy,KL University,40,29,38.15,72.5,24.18,75.82,1,64.0,0,0
ST0858,Varun Sharma,JNTUK,40,30,40.02,75.0,23.8,76.2,1,65.36,0,0
ST0859,Rahul Sharma,VNR VJIET,40,16,21.35,40.0,26.63,73.37,1,47.01,0,0
ST0862,Praveen Singh,AEC,40,30,39.42,75.0,23.33,76.67,1,65.5,0,0
ST0866,Sanjay Yadav,JNTUK,40,24,31.45,60.0,26.27,73.73,1,57.12,0,0
ST0872,Varun Patel,Bapatla Engg,40,24,32.3,60.0,26.99,73.01,1,56.9,0,0
ST0878,Rohit Singh,Aditya Engineering,40,26,34.25,65.0,25.69,74.31,1,59.79,0,0
ST0883,Nikhil Singh,GITAM,40,24,31.85,60.0,26.66,73.34,1,57.0,0,0
ST0887,Harsha Gupta,Narasaraopeta Engg,40,31,39.72,77.5,22.07,77.93,1,67.13,0,0
ST0891,Akhil Gupta,KITS,40,28,36.22,70.0,24.37,75.63,1,62.69,0,0
ST0893,Divya Yadav,Andhra Loyola,40,20,25.95,50.0,26.51,73.49,1,52.05,0,0
ST0895,Nikhil Sharma,Narasaraopeta Engg,40,23,30.1,57.5,26.53,73.47,1,55.79,0,0
ST0903,Sanjay Yadav,NRI Institute,40,27,34.12,67.5,24.17,75.83,1,61.5,0,0
ST0904,Divya Rao,RGUKT,40,25,32.52,62.5,25.74,74.26,1,58.53,0,0
ST0905,Teja Yadav,CMR College,40,22,29.2,55.0,26.91,73.09,1,54.43,0,0
ST0908,Anil Singh,VIT AP,40,28,37.3,70.0,25.09,74.91,1,62.47,0,0
ST0910,Kiran Patel,CBIT,40,30,38.7,75.0,22.94,77.06,1,65.62,0,0
ST0911,Rohit Naidu,LBRCE,40,21,27.8,52.5,26.92,73.08,1,53.17,0,0
ST0912,Akhil Naidu,Gudlavalleru Engg,40,26,32.6,65.0,24.45,75.55,1,60.16,0,0
ST0914,Divya Gupta,CMR College,40,18,23.2,45.0,26.17,73.83,1,49.65,0,0
ST0915,Arjun Yadav,KITS,40,31,41.25,77.5,22.85,77.15,1,66.89,0,0
ST0920,Vikram Naidu,CMR College,40,30,39.98,75.0,23.74,76.26,1,65.38,0,0
ST0924,Rahul Rao,VNR VJIET,40,18,23.55,45.0,26.55,73.45,1,49.53,0,0
ST0925,Teja Singh,AEC,40,15,19.15,37.5,25.16,74.84,1,46.2,0,0
ST0926,Arjun Verma,Andhra Loyola,40,27,36.08,67.5,25.55,74.45,1,61.09,0,0
ST0928,Nikhil Verma,MREC,40,28,37.02,70.0,24.87,75.13,1,62.54,0,0
ST0929,Sanjay Reddy,KITS,40,31,40.62,77.5,22.54,77.46,1,66.99,0,0
ST0930,Jay Yadav,JNTUH,40,30,38.75,75.0,23.08,76.92,1,65.58,0,0
ST0933,Teja Patel,JNTUK,40,28,36.33,70.0,24.32,75.68,1,62.7,0,0
ST0936,Kiran Verma,AEC,40,27,34.6,67.5,24.56,75.44,1,61.38,0,0
ST0940,Sai Patel,Gudlavalleru Engg,40,31,40.65,77.5,22.61,77.39,1,66.97,0,0
ST0942,Praveen Naidu,JNTUK,40,27,34.8,67.5,24.86,75.14,1,61.29,0,0
ST0947,Kiran Reddy,Narasaraopeta Engg,40,28,36.88,70.0,24.67,75.33,1,62.6,0,0
ST0952,Praveen Naidu,SRM AP,40,26,34.8,65.0,26.11,73.89,1,59.67,0,0
ST0953,Jay Naidu,Malla Reddy,40,31,41.2,77.5,22.86,77.14,1,66.89,0,0
ST0959,Rahul Kumar,Andhra Loyola,40,21,27.35,52.5,26.57,73.43,1,53.28,0,0
ST0960,Keerthana Naidu,Gudlavalleru Engg,40,23,29.72,57.5,26.24,73.76,1,55.88,0,0
ST0962,Teja Gupta,GITAM,40,30,39.92,75.0,23.66,76.34,1,65.4,0,0
ST0965,Vikram Kumar,AEC,40,30,39.25,75.0,23.37,76.63,1,65.49,0,0
ST0966,Sanjay Kumar,MREC,40,28,36.22,70.0,24.3,75.7,1,62.71,0,0
ST0967,Teja Reddy,Bapatla Engg,40,28,37.95,70.0,25.56,74.44,1,62.33,0,0
ST0969,Anil Yadav,MREC,40,29,38.78,72.5,24.57,75.43,1,63.88,0,0
ST0970,Varun Patel,CBIT,40,29,36.9,72.5,23.34,76.66,1,64.25,0,0
ST0971,Praveen Rao,Gudlavalleru Engg,40,27,35.0,67.5,24.8,75.2,1,61.31,0,0
ST0972,Praveen Rao,SRM AP,40,23,29.38,57.5,25.87,74.13,1,55.99,0,0
ST0973,Sai Singh,Malla Reddy,40,20,25.6,50.0,26.14,73.86,1,52.16,0,0
ST0974,Nikhil Gupta,Malla Reddy,40,30,39.75,75.0,23.63,76.37,1,65.41,0,0
